               post_id                |                          post_title                          | post_type |      post_created_at       |      username       |     date_of_birth      |                                                                                post_summary                                                                                 |                                       categories                                       
 6ca59b8a-3c9f-46b9-b6b1-763e1350f53e | לצבור 250 אלף שקל בשנתיים                                    |         1 | 2025-08-06 06:29:02.507+00 | Aharon1991          | 1991-01-27 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b0d6e781-e0d4-4cde-aa38-3c7004c52d6f | כדורגלן                                                      |         1 | 2025-08-06 06:27:57.023+00 | wwwwwwt             | 2009-03-15 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 19afb475-6dba-44d3-a23a-2ac110cc79a5 | ליהיות מפורסמת                                               |         1 | 2025-08-06 06:25:31.944+00 | adel76              | 1998-07-12 00:00:00+00 | A young woman expresses her dream of becoming famous and exploring the idea through playful imitation.                                                                      | Category: 2, SubCategory: 6
 380b4143-d804-44ea-95d7-6c7be13cdbbc | להגיע 100,000 סאבים ביוטיוב                                  |         1 | 2025-08-06 06:24:54.389+00 | Niti                | 2008-02-03 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 9d0db108-8902-49a7-9c0c-02c459c4797f | Become a famous author                                       |         1 | 2025-08-06 06:13:35.655+00 | JillianObser        | 2007-03-26 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b5ab76a6-4c77-4388-9107-6f312480ab02 | להמציא משחק פורטניי משלי                                     |         1 | 2025-08-06 06:09:10.789+00 | adel76              | 1998-07-12 00:00:00+00 | A young boy expresses his desire to create a Fortnite game that will make him popular among his peers at school, while ensuring it doesn't negatively impact their studies. | Category: 5, SubCategory: 3; Category: 12, SubCategory: 1; Category: 3, SubCategory: 0
 d0990d76-1a8c-4ba8-8a2d-b5a5152bf421 | לשתות קולה קרה                                               |         1 | 2025-08-06 06:06:38.337+00 | Sangita             | 2001-02-05 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 8d39c349-8c72-44a7-8dab-b9980d1fb1fd | להוציא את המיזם שלי לפועל                                    |         1 | 2025-08-06 06:06:36.479+00 | Chenmo              | 1992-05-22 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 a3aa9126-49e1-4a78-8856-1eb2900ea875 | אני רוצה לחסוך כסף                                           |         1 | 2025-08-06 06:03:40.783+00 | odel_halak          | 2012-05-31 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 aea93b44-d2b9-4243-98e7-e212295e25ee | להיות טובה באנגלית                                           |         1 | 2025-08-06 06:01:26.799+00 | Yardan_s            | 2012-08-05 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 fcfbe2fc-f65d-4b7b-acb2-a6821a611198 | להשיג 3500 שקל לשיפוץ חדר                                    |         1 | 2025-08-06 06:00:22.088+00 | Yardan_s            | 2012-08-05 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 9559f08e-c6a2-46b1-9047-90cd706bf022 | לעבוד בחוות סוסים                                            |         1 | 2025-08-06 06:00:11.596+00 | ayeletl             | 1962-08-06 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 0a8e5f92-7943-4e52-ab9f-2a1df2a84f74 | להרוויח מלא כסף בעתיד                                        |         1 | 2025-08-06 05:49:59.434+00 | naorelkayam2021     | 2009-09-22 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 5990349f-8716-4b4b-96ca-b99eee17e59b | לדעת שפות אחרות                                              |         1 | 2025-08-06 05:32:52.645+00 | ar1178              | 2010-04-29 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 18fe9720-491f-4756-9d68-3eb8af3b27d9 | להיות פחות עצלנית                                            |         1 | 2025-08-06 05:06:26.93+00  | liorr_0             | 2007-09-23 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b2c0683d-9d8d-45ba-93f7-3490db7e4ddf | לשלם את כל החוב                                              |         1 | 2025-08-06 04:40:50.968+00 | ruthchay            | 1995-05-28 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 0aeeee3a-292d-43bf-8dfc-a28c8a1fd598 | להיות יוטיוברית מצליחה, ולעזור למיליוני אנשים.               |         1 | 2025-08-06 04:40:16.385+00 | zmeytal             | 1978-12-12 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 490fef61-6df4-42fb-bbf1-f87848ac6f2a | שההורים שלי יסכימו לי חבר                                    |         1 | 2025-08-06 04:07:20.948+00 | NOAM09              | 2009-11-30 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 8e18dd9a-29eb-4eac-a599-35baa8bd78b4 | למצוא עבודה ליד הבית                                         |         1 | 2025-08-06 03:19:23.676+00 | LiamBen             | 2000-04-08 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 fa616c55-e2d2-4a09-8444-99f17e27c6c6 | להיות שרירי וחזק ולעשות עליית כוח ופרונט                     |         1 | 2025-08-06 03:11:19.893+00 | elib5               | 2009-06-06 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 d90d45b0-b491-44c8-b128-949da757a053 | להיות אורטודנט שיניים                                        |         1 | 2025-08-06 02:58:37.072+00 | mosheeee            | 2010-04-01 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 f8efb9ed-e7e9-41d3-b7ae-ae335aa5cebe | make music that oppose effects of social media on the brain  |         1 | 2025-08-06 02:46:52.345+00 | leeyah_soen         | 2005-01-27 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 cbc38e43-8aee-4057-baf9-b9acdc122fbc | transition to mtf                                            |         1 | 2025-08-06 02:10:43.162+00 | travis44            | 1988-08-10 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b15e037c-9c13-4ba6-b26b-f6e9fb903729 | WWE wrestler                                                 |         1 | 2025-08-06 01:54:34.595+00 | ella_sabin          | 2006-12-26 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 395c7199-fa75-4380-a4a7-c62ae4bb9f72 | My dream is to meet Morgan Wallen in person                  |         1 | 2025-08-06 01:43:40.283+00 | Cutiepie            | 2001-08-23 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 603f5daa-9fd3-4ef8-8cb0-8a865fa9f76c | Become Professional racer                                    |         1 | 2025-08-06 01:29:51.607+00 | james_mcneil        | 2008-02-21 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 1dab6a27-8a73-4172-873d-84039d925a0a | לטוס לדרום אמריקה                                            |         1 | 2025-08-06 00:32:40.987+00 | gaya_2002           | 2002-06-21 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 a850263e-09cd-4b93-94eb-a7872462c25c | להיות מדריכת רכיבה על סוסים                                  |         1 | 2025-08-06 00:22:56.217+00 | aasspp              | 2009-01-21 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 ce17b4a8-a1ec-489f-84a5-687f7cade298 | שיהיה לי כסף                                                 |         1 | 2025-08-06 00:21:31.198+00 | aasspp              | 2009-01-21 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 e3e0f5f6-384f-4d1c-a415-4b416db83104 | שחקן כדורגל בליגה לאומית תוך שנתיים                          |         1 | 2025-08-06 00:21:07.033+00 | koreni              | 2004-12-04 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 33f2aa4d-fca8-4f3b-b4ad-14342b8e5734 | לישון                                                        |         1 | 2025-08-06 00:17:39.793+00 | Liam478             | 2000-01-01 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 d9552af4-d9a9-4c03-a97c-332e8566e9b0 | להיות ראש הממשלה                                             |         1 | 2025-08-06 00:16:43.021+00 | Liam478             | 2000-01-01 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 894466a7-b26a-4d6e-9531-1a146e0453b7 | לפגוש את דני סנדרסון                                         |         1 | 2025-08-05 23:43:04.165+00 | bar_katz            | 2009-12-19 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 1780bc58-92e6-49ab-905a-568e33a69357 | להיות חברה של אלין גולן                                      |         1 | 2025-08-05 23:32:41.635+00 | AVIGAIL             | 2006-04-17 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 18299f95-96bd-458c-978a-dfdc39e1b0e7 | להרזות 10 קילו ולהיות מחוטבת                                 |         1 | 2025-08-05 23:31:49.622+00 | AVIGAIL             | 2006-04-17 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 fe05d6ef-ec5f-40bb-b448-e3f2d4355b04 | לתחנן טיול אחרי הצבא בזמן שאני בצבא                          |         1 | 2025-08-05 23:20:32.153+00 | uriel12             | 2004-02-25 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 60be1747-df73-46bf-bb4b-6ea1a8428523 | להיות מניקוריסטית מצליחה                                     |         1 | 2025-08-05 23:14:47.299+00 | rachellivshitz      | 2006-01-11 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 17f680c0-6ff5-47c7-bca8-00470a5ae9fc | make a matcha business with my friend                        |         1 | 2025-08-05 23:10:49.106+00 | Ainstu              | 2006-04-28 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 80ff7bc1-648e-47ee-92c4-097646c7f267 | להיות צייר                                                   |         1 | 2025-08-05 23:04:04.156+00 | YouTube_123         | 2012-01-24 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 98d5e70c-80d7-4744-991b-78d076d4af24 | becoming a lawyer                                            |         1 | 2025-08-05 22:32:34.932+00 | cheyenneseybold     | 2006-11-27 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 dc2bbc33-2c6e-4230-8a89-3713e38e0af0 | להיות זמרת                                                   |         1 | 2025-08-05 22:17:45.741+00 | michallrafa         | 2000-06-04 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 528991bd-199e-4d5a-a43a-a675872ff692 | להיות מתופף חתונות                                           |         1 | 2025-08-05 22:12:57.713+00 | erol                | 1982-08-13 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 97be1c65-4d95-4828-a19f-4c2189fea056 | להפסיק להשתעל כבר                                            |         1 | 2025-08-05 22:09:35.874+00 | ori1987             | 2011-03-30 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 3e8b22a6-c2b7-45cf-98cc-afcbf64c49b0 | להרזות במשקל                                                 |         1 | 2025-08-05 22:00:11.745+00 | jajjajsj            | 2009-02-01 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 8205922a-e319-4eb0-a583-eafa4d09538a | להיות גיטריסט מצליח                                          |         1 | 2025-08-05 21:56:46.72+00  | Walter.white        | 2010-10-01 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 fd2399f7-007c-4f6c-891b-d7c58c764d92 | לטייל בעולם                                                  |         1 | 2025-08-05 21:56:02.738+00 | Walter.white        | 2010-10-01 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 5be31a43-d4ae-4707-b501-0161a76c2bc0 | לכתוב סדרה                                                   |         1 | 2025-08-05 21:39:43.107+00 | ido_king            | 2012-04-17 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b417c55f-a113-4b33-a63b-bf8b4fc08ad3 | ‏ אני רוצה להיות דוגמן שרירים                                |         1 | 2025-08-05 21:38:44.069+00 | hdntidksh           | 2008-01-01 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 bf9ba86f-4e90-459b-8fda-d354a5867b80 | לטייל בעולם                                                  |         1 | 2025-08-05 21:37:55.729+00 | ido_king            | 2012-04-17 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 fe3ec7d2-8bd4-4cdc-a618-18e1e4a9c55a | להיות צייר                                                   |         1 | 2025-08-05 21:36:51.74+00  | ido_king            | 2012-04-17 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 e6a08015-559d-46d5-8f6e-7602f5497614 | לפתוח עסק בגיל מצליח בגיל 15                                 |         1 | 2025-08-05 21:36:14.01+00  | Erel_Davidyan       | 2010-08-19 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 1c4be9b1-4e5d-404f-af3d-947376692872 | להרצות מול סטודנטים                                          |         1 | 2025-08-05 21:19:27.459+00 | turgi890            | 1987-02-06 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 74f0ae30-72b1-45e4-b05a-4e37f71ba058 | להיות שחקנית זמרת ורקדנית                                    |         1 | 2025-08-05 21:15:48.327+00 | mielamir            | 2007-10-13 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 ce0406c4-e420-41c5-8247-9ba92b00459f | להתחיל להרוויח הרבה כסף                                      |         1 | 2025-08-05 21:11:18.816+00 | axsr10              | 2008-06-11 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 1047dea0-5461-4ef1-96ec-8ac8d3987588 | לקנות בית                                                    |         1 | 2025-08-05 21:09:02.774+00 | RutiS               | 1992-05-08 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 1c221594-9497-4b3b-9cba-59db1695c505 | לרדת במשקל                                                   |         1 | 2025-08-05 21:03:24.184+00 | rotemelfassi        | 2007-01-26 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 ed32df18-41a5-4961-b6ac-0d4bd645469f | להיות שחקן טניס עולמי                                        |         1 | 2025-08-05 20:52:11.438+00 | avivkaslasi26       | 2010-03-29 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 5061240c-d51f-4542-8435-1bba5be9a6fc | להביא ילד בפונדקאות                                          |         1 | 2025-08-05 20:51:52.325+00 | BenIs               | 1991-12-09 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b60e51d8-3c45-4b97-9789-b0cf6174e3a7 | לצלם בשבוע האופנה בתל אביב                                   |         1 | 2025-08-05 20:51:06.131+00 | nataly_photographer | 1977-01-09 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b8681d48-36e7-4cfc-90bd-6d5da4b9636a | ללמוד משחק ולהשתתף בסרט                                      |         1 | 2025-08-05 20:48:22.006+00 | nataly_photographer | 1977-01-09 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 284ba48b-e3bc-409c-8db5-134952f466d7 | basketball players                                           |         1 | 2025-08-05 20:47:35.321+00 | gracefulstyles88    | 1988-05-24 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 bf46bd20-5663-4d95-86b7-6409dd9937a3 | למצוא אהבה וזוגיות מכילה                                     |         1 | 2025-08-05 20:46:19.306+00 | nataly_photographer | 1977-01-09 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 7e1540a8-e132-4b53-b8f5-5ffb15a07afe | לפתוח קליניקה                                                |         1 | 2025-08-05 20:45:37.848+00 | yaniv_t             | 1982-04-27 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 56c1e33b-477b-4812-be0a-c175c13e2e4f | לראות את סלין דיון בהופעה חיה                                |         1 | 2025-08-05 20:44:30.159+00 | nataly_photographer | 1977-01-09 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 844984e8-ba43-48e1-ab9f-0f4038ad0246 | להצליח כצלמת של הופעות וארועי תרבות                          |         1 | 2025-08-05 20:43:37.707+00 | nataly_photographer | 1977-01-09 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 70ecef63-e437-4b5c-958d-01c22a2adee9 | build an animal rescue farm in Belgium                       |         1 | 2025-08-05 20:39:00.596+00 | orenk9              | 1968-02-26 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 fc9d0516-ea00-4825-99b2-63c2c66c527b | שחקן טניס                                                    |         1 | 2025-08-05 20:38:36.281+00 | Asulindream         | 2011-12-16 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 56191fdd-4012-4d7e-92ae-e9d988f97724 | ‏להיות שוער כדורגל                                           |         1 | 2025-08-05 20:38:19.643+00 | mMario              | 1969-10-08 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 a6898108-181c-4b58-9f48-3e967309c8b9 | טיול לאורך ויאטנם                                            |         1 | 2025-08-05 20:27:32.548+00 | traveller           | 1973-07-20 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 a81b95a4-3ec4-4784-aa38-226fc59e1866 | להיות עשיר                                                   |         1 | 2025-08-05 20:22:42.631+00 | Idoje               | 2010-01-17 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 d231d503-c16b-4071-a765-96a256af20bf | להיות כוכב כדורגל                                            |         1 | 2025-08-05 20:19:26.852+00 | Idoje               | 2010-01-17 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b9ee03dd-37f9-4000-b4f1-283808ee9d8a | לקנות רובוט emo                                              |         1 | 2025-08-05 20:13:06.116+00 | idan2203            | 2012-03-22 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 10ef4585-e5ac-4c2a-bbbb-d2c825571682 | לטוס להופעה של central cee                                   |         1 | 2025-08-05 20:11:17.925+00 | idan2203            | 2012-03-22 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 49dbed82-1de5-4605-99cf-0222585cbad9 | להיות סוחר רווחי, להיות חטוב וחזק, ללמוד תורה בקביעות, עסק   |         1 | 2025-08-05 20:06:03.916+00 | yonatan148          | 2003-12-23 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 815c9a0a-e0fe-4676-8468-8ef5e9a47ccd | להפיק רמיקס                                                  |         1 | 2025-08-05 20:05:05.188+00 | Rotem30             | 1994-12-25 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 a9e003af-fb3c-46a3-b8a2-1faab3edbede | לגור חצי מהזמן בחול וגם לטוס וגם להיות כאן                   |         1 | 2025-08-05 19:56:28.561+00 | Gilatsh             | 1978-09-13 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 cfdaccbb-07b5-4365-baff-07c86626d228 | למצוא עבודה כייפית ומשמעותית עם הרבה כסף                     |         1 | 2025-08-05 19:55:10.952+00 | Gilatsh             | 1978-09-13 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 b0189438-28b6-4e08-8e73-6d8cae1d4231 | להתחתן ושיהיו לי ילדים השנה                                  |         1 | 2025-08-05 19:54:08.113+00 | Gilatsh             | 1978-09-13 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 45a52f12-0a6e-4bae-93a3-57a796d9cccd | becoming a CISO                                              |         1 | 2025-08-05 19:53:37.42+00  | uri_zomberg         | 1978-01-10 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
 e887dc97-c509-46df-aa6b-0e4a8fe3404c | להתחתן                                                       |         1 | 2025-08-05 19:53:10.503+00 | Gilatsh             | 1978-09-13 00:00:00+00 |                                                                                                                                                                             | Category: , SubCategory: 
(100 rows)

